,,,,,,,,,,,,
#,x,h,,,07:00:00,18/05/19,1558162800,,,,,
#,c,40301999,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
513,,,,,,,,,,,,
262,,,,,,,,,,,,
161,,,,,,,,,,,,
139,,,,,,,,,,,,
94,,,,,,,,,,,,
55,,,,,,,,,,,,
81,,,,,,,,,,,,
54,,,,,,,,,,,,
51,,,,,,,,,,,,
67,,,,,,,,,,,,
#,t,1,5031069,,,,,,,,,
#,c,40302000,,,,,,,,,,
50,,,,,,,,,,,,
50,,,,,,,,,,,,
250,,,,,,,,,,,,
153,,,,,,,,,,,,
81,,,,,,,,,,,,
62,,,,,,,,,,,,
51,,,,,,,,,,,,
71,,,,,,,,,,,,
48,,,,,,,,,,,,
50,,,,,,,,,,,,
49,,,,,,,,,,,,
48,,,,,,,,,,,,
#,t,1,5101977,,,,,,,,,
#,c,40302001,,,,,,,,,,
50,,,,,,,,,,,,
49,,,,,,,,,,,,
506,,,,,,,,,,,,
522,,,,,,,,,,,,
371,,,,,,,,,,,,
278,,,,,,,,,,,,
110,,,,,,,,,,,,
87,,,,,,,,,,,,
53,,,,,,,,,,,,
86,,,,,,,,,,,,
54,,,,,,,,,,,,
50,,,,,,,,,,,,
#,t,1,5343264,,,,,,,,,
#,c,40302002,,,,,,,,,,
50,,,,,,,,,,,,
49,,,,,,,,,,,,
147,,,,,,,,,,,,
483,,,,,,,,,,,,
316,,,,,,,,,,,,
122,,,,,,,,,,,,
196,,,,,,,,,,,,
77,,,,,,,,,,,,
56,,,,,,,,,,,,
53,,,,,,,,,,,,
52,,,,,,,,,,,,
59,,,,,,,,,,,,
#,t,1,5345493,,,,,,,,,
#,c,40302003,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
508,,,,,,,,,,,,
164,,,,,,,,,,,,
95,,,,,,,,,,,,
85,,,,,,,,,,,,
74,,,,,,,,,,,,
50,,,,,,,,,,,,
52,,,,,,,,,,,,
51,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
#,t,1,5422878,,,,,,,,,
#,c,40302004,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
338,50,51,,,,,,,,,,
118,50,50,,,,,,,,,,
187,51,50,,,,,,,,,,
107,50,51,,,,,,,,,,
55,50,50,,,,,,,,,,
80,50,50,,,,,,,,,,
53,50,50,,,,,,,,,,
57,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,5432554,,,,,,,,,
#,c,40302005,,,,,,,,,,
50,50,50,,,,,,,,,,
51,49,51,,,,,,,,,,
328,49,49,,,,,,,,,,
332,48,50,,,,,,,,,,
221,49,49,,,,,,,,,,
105,49,49,,,,,,,,,,
73,49,49,,,,,,,,,,
102,49,49,,,,,,,,,,
66,49,49,,,,,,,,,,
51,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,5497202,,,,,,,,,
#,c,40302006,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
678,49,50,,,,,,,,,,
298,49,51,,,,,,,,,,
220,49,50,,,,,,,,,,
166,49,50,,,,,,,,,,
71,50,50,,,,,,,,,,
52,49,50,,,,,,,,,,
57,48,49,,,,,,,,,,
51,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,5514193,,,,,,,,,
#,c,40302007,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
455,49,50,,,,,,,,,,
363,49,51,,,,,,,,,,
212,49,50,,,,,,,,,,
175,49,50,,,,,,,,,,
126,50,51,,,,,,,,,,
63,49,49,,,,,,,,,,
59,48,49,,,,,,,,,,
49,49,49,,,,,,,,,,
64,49,49,,,,,,,,,,
71,48,49,,,,,,,,,,
#,t,1,5623316,,,,,,,,,
#,c,40302008,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
327,50,50,,,,,,,,,,
140,51,52,,,,,,,,,,
124,49,50,,,,,,,,,,
100,50,50,,,,,,,,,,
56,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
57,49,49,,,,,,,,,,
55,51,50,,,,,,,,,,
51,49,50,,,,,,,,,,
52,50,51,,,,,,,,,,
#,t,1,5638197,,,,,,,,,
#,c,40302009,,,,,,,,,,
51,51,52,,,,,,,,,,
50,50,51,,,,,,,,,,
601,49,50,,,,,,,,,,
328,50,51,,,,,,,,,,
189,49,51,,,,,,,,,,
166,49,50,,,,,,,,,,
85,49,51,,,,,,,,,,
53,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,49,51,,,,,,,,,,
51,51,51,,,,,,,,,,
#,t,1,5660794,,,,,,,,,
#,c,40302010,,,,,,,,,,
51,51,51,,,,,,,,,,
50,50,49,,,,,,,,,,
181,51,51,,,,,,,,,,
185,49,51,,,,,,,,,,
110,51,49,,,,,,,,,,
67,50,50,,,,,,,,,,
74,51,50,,,,,,,,,,
60,51,51,,,,,,,,,,
50,50,50,,,,,,,,,,
53,50,50,,,,,,,,,,
51,51,50,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,5732456,,,,,,,,,
#,c,40302011,,,,,,,,,,
50,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
119,51,51,,,,,,,,,,
151,51,52,,,,,,,,,,
86,49,50,,,,,,,,,,
98,50,50,,,,,,,,,,
86,50,51,,,,,,,,,,
81,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
69,50,50,,,,,,,,,,
#,t,1,5754981,,,,,,,,,
#,c,40302012,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
447,49,50,,,,,,,,,,
203,50,49,,,,,,,,,,
155,50,51,,,,,,,,,,
85,50,51,,,,,,,,,,
49,51,51,,,,,,,,,,
62,51,50,,,,,,,,,,
51,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
55,52,52,,,,,,,,,,
68,50,49,,,,,,,,,,
#,t,1,6072194,,,,,,,,,
#,c,40302013,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
297,49,49,,,,,,,,,,
528,50,50,,,,,,,,,,
429,49,51,,,,,,,,,,
219,49,50,,,,,,,,,,
148,49,50,,,,,,,,,,
137,50,51,,,,,,,,,,
58,49,50,,,,,,,,,,
58,49,49,,,,,,,,,,
67,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,6298564,,,,,,,,,
#,c,40302014,,,,,,,,,,
50,49,51,,,,,,,,,,
50,51,51,,,,,,,,,,
119,50,50,,,,,,,,,,
134,50,51,,,,,,,,,,
70,50,51,,,,,,,,,,
125,51,51,,,,,,,,,,
53,50,51,,,,,,,,,,
52,50,51,,,,,,,,,,
55,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
54,51,53,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,6364046,,,,,,,,,
#,c,40302015,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
282,51,50,,,,,,,,,,
214,50,50,,,,,,,,,,
109,50,51,,,,,,,,,,
161,50,50,,,,,,,,,,
52,49,50,,,,,,,,,,
54,50,50,,,,,,,,,,
51,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,6387918,,,,,,,,,
#,c,40302016,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
397,50,51,,,,,,,,,,
175,49,49,,,,,,,,,,
215,50,50,,,,,,,,,,
83,49,50,,,,,,,,,,
93,49,49,,,,,,,,,,
94,49,50,,,,,,,,,,
67,49,49,,,,,,,,,,
54,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,6405723,,,,,,,,,
#,c,40302017,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
421,51,50,,,,,,,,,,
307,50,51,,,,,,,,,,
204,49,49,,,,,,,,,,
148,50,51,,,,,,,,,,
110,50,51,,,,,,,,,,
52,50,51,,,,,,,,,,
132,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,6446121,,,,,,,,,
#,c,40302018,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
171,49,50,,,,,,,,,,
483,49,51,,,,,,,,,,
345,49,49,,,,,,,,,,
154,49,49,,,,,,,,,,
146,49,50,,,,,,,,,,
84,49,50,,,,,,,,,,
70,49,52,,,,,,,,,,
49,48,49,,,,,,,,,,
74,49,49,,,,,,,,,,
52,49,50,,,,,,,,,,
#,t,1,6463428,,,,,,,,,
#,c,40302019,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
669,51,50,,,,,,,,,,
175,50,50,,,,,,,,,,
159,52,52,,,,,,,,,,
64,50,49,,,,,,,,,,
64,50,49,,,,,,,,,,
87,50,51,,,,,,,,,,
64,50,49,,,,,,,,,,
49,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,6516281,,,,,,,,,
#,c,40302021,,,,,,,,,,
51,50,51,,,,,,,,,,
50,51,50,,,,,,,,,,
101,49,50,,,,,,,,,,
56,50,50,,,,,,,,,,
54,51,51,,,,,,,,,,
51,51,50,,,,,,,,,,
50,50,51,,,,,,,,,,
67,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
52,50,51,,,,,,,,,,
#,t,1,6521119,,,,,,,,,
#,c,40302022,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
128,50,51,,,,,,,,,,
112,50,50,,,,,,,,,,
74,50,51,,,,,,,,,,
51,51,50,,,,,,,,,,
50,51,50,,,,,,,,,,
52,51,51,,,,,,,,,,
52,50,49,,,,,,,,,,
52,51,51,,,,,,,,,,
51,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,6546145,,,,,,,,,
#,c,40302023,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,51,,,,,,,,,,
111,50,50,,,,,,,,,,
56,49,50,,,,,,,,,,
86,49,50,,,,,,,,,,
64,50,49,,,,,,,,,,
52,52,52,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,48,,,,,,,,,,
48,50,50,,,,,,,,,,
48,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
#,t,1,6665014,,,,,,,,,
#,c,40302024,,,,,,,,,,
49,49,49,,,,,,,,,,
61,49,48,,,,,,,,,,
420,49,49,,,,,,,,,,
376,50,49,,,,,,,,,,
105,49,49,,,,,,,,,,
69,49,48,,,,,,,,,,
68,49,48,,,,,,,,,,
51,49,48,,,,,,,,,,
52,51,51,,,,,,,,,,
53,49,48,,,,,,,,,,
53,49,48,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,6732752,,,,,,,,,
#,c,40302025,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
233,50,49,,,,,,,,,,
90,49,49,,,,,,,,,,
90,49,48,,,,,,,,,,
50,49,48,,,,,,,,,,
56,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
47,47,47,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,6756256,,,,,,,,,
#,c,40302026,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
135,50,49,,,,,,,,,,
65,49,48,,,,,,,,,,
72,48,49,,,,,,,,,,
52,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
61,49,49,,,,,,,,,,
48,49,48,,,,,,,,,,
48,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
48,49,48,,,,,,,,,,
#,t,1,6786698,,,,,,,,,
#,c,40302027,,,,,,,,,,
49,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
97,51,49,,,,,,,,,,
118,49,49,,,,,,,,,,
58,49,48,,,,,,,,,,
68,49,49,,,,,,,,,,
54,50,49,,,,,,,,,,
48,50,49,,,,,,,,,,
50,48,48,,,,,,,,,,
48,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,6795041,,,,,,,,,
#,c,40302028,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
358,49,48,,,,,,,,,,
628,49,49,,,,,,,,,,
265,49,49,,,,,,,,,,
324,50,49,,,,,,,,,,
126,49,49,,,,,,,,,,
57,50,49,,,,,,,,,,
104,50,48,,,,,,,,,,
72,50,49,,,,,,,,,,
48,50,48,,,,,,,,,,
51,51,50,,,,,,,,,,
#,t,1,6798599,,,,,,,,,
#,c,40302029,,,,,,,,,,
47,49,49,,,,,,,,,,
48,50,50,,,,,,,,,,
279,50,49,,,,,,,,,,
91,49,48,,,,,,,,,,
47,49,49,,,,,,,,,,
47,49,49,,,,,,,,,,
71,50,49,,,,,,,,,,
47,49,50,,,,,,,,,,
73,49,49,,,,,,,,,,
47,49,50,,,,,,,,,,
48,50,49,,,,,,,,,,
47,49,49,,,,,,,,,,
#,t,1,6798746,,,,,,,,,
#,c,40302030,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
165,50,49,,,,,,,,,,
116,49,49,,,,,,,,,,
94,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
56,50,50,,,,,,,,,,
69,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
52,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,6901954,,,,,,,,,
#,c,40302031,,,,,,,,,,
50,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
105,51,51,,,,,,,,,,
92,50,51,,,,,,,,,,
82,50,51,,,,,,,,,,
52,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,7011184,,,,,,,,,
#,c,40302032,,,,,,,,,,
50,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
490,50,50,,,,,,,,,,
231,49,50,,,,,,,,,,
73,50,50,,,,,,,,,,
148,50,51,,,,,,,,,,
82,50,50,,,,,,,,,,
54,50,50,,,,,,,,,,
57,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
55,51,51,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,7030530,,,,,,,,,
#,c,40302033,,,,,,,,,,
52,51,52,,,,,,,,,,
64,49,50,,,,,,,,,,
710,49,49,,,,,,,,,,
227,50,51,,,,,,,,,,
252,50,51,,,,,,,,,,
141,49,50,,,,,,,,,,
129,49,50,,,,,,,,,,
70,50,51,,,,,,,,,,
51,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
84,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,7221212,,,,,,,,,
#,c,40302034,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
692,49,50,,,,,,,,,,
405,48,50,,,,,,,,,,
288,49,50,,,,,,,,,,
176,50,51,,,,,,,,,,
68,49,50,,,,,,,,,,
95,49,51,,,,,,,,,,
59,48,49,,,,,,,,,,
53,49,49,,,,,,,,,,
55,49,51,,,,,,,,,,
76,49,50,,,,,,,,,,
#,t,1,7236157,,,,,,,,,
#,c,40302035,,,,,,,,,,
50,49,49,,,,,,,,,,
50,51,51,,,,,,,,,,
298,49,51,,,,,,,,,,
438,49,50,,,,,,,,,,
236,49,50,,,,,,,,,,
245,49,51,,,,,,,,,,
96,50,51,,,,,,,,,,
49,49,50,,,,,,,,,,
71,48,50,,,,,,,,,,
74,49,50,,,,,,,,,,
56,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,7272653,,,,,,,,,
#,c,40302036,,,,,,,,,,
48,49,49,,,,,,,,,,
49,50,50,,,,,,,,,,
112,49,51,,,,,,,,,,
57,49,50,,,,,,,,,,
48,49,49,,,,,,,,,,
50,49,51,,,,,,,,,,
49,50,51,,,,,,,,,,
49,49,50,,,,,,,,,,
50,48,49,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,7273269,,,,,,,,,
#,c,40302037,,,,,,,,,,
50,50,51,,,,,,,,,,
57,50,50,,,,,,,,,,
336,50,50,,,,,,,,,,
129,51,51,,,,,,,,,,
202,50,50,,,,,,,,,,
80,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
56,50,50,,,,,,,,,,
56,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,7332108,,,,,,,,,
#,c,40302038,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
808,49,49,,,,,,,,,,
351,49,49,,,,,,,,,,
194,50,49,,,,,,,,,,
189,49,49,,,,,,,,,,
86,49,49,,,,,,,,,,
60,49,49,,,,,,,,,,
54,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
54,48,49,,,,,,,,,,
#,t,1,7410564,,,,,,,,,
#,c,40302039,,,,,,,,,,
49,49,50,,,,,,,,,,
51,51,49,,,,,,,,,,
273,50,49,,,,,,,,,,
143,50,50,,,,,,,,,,
138,51,50,,,,,,,,,,
83,50,49,,,,,,,,,,
74,50,49,,,,,,,,,,
60,50,50,,,,,,,,,,
49,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,7496875,,,,,,,,,
#,c,40302040,,,,,,,,,,
49,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
265,49,50,,,,,,,,,,
207,49,50,,,,,,,,,,
136,49,49,,,,,,,,,,
98,49,49,,,,,,,,,,
76,49,49,,,,,,,,,,
57,50,50,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,7690863,,,,,,,,,
#,c,40302041,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
285,49,49,,,,,,,,,,
374,49,50,,,,,,,,,,
254,49,49,,,,,,,,,,
156,49,49,,,,,,,,,,
104,49,49,,,,,,,,,,
127,50,49,,,,,,,,,,
61,48,48,,,,,,,,,,
48,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
64,50,49,,,,,,,,,,
#,t,1,7712194,,,,,,,,,
#,c,40302042,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,51,,,,,,,,,,
487,49,51,,,,,,,,,,
317,49,49,,,,,,,,,,
196,50,50,,,,,,,,,,
210,50,50,,,,,,,,,,
114,50,51,,,,,,,,,,
71,49,51,,,,,,,,,,
52,50,50,,,,,,,,,,
51,51,51,,,,,,,,,,
63,51,49,,,,,,,,,,
58,50,50,,,,,,,,,,
#,t,1,7766954,,,,,,,,,
#,c,40302043,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
179,50,51,,,,,,,,,,
76,50,51,,,,,,,,,,
93,49,50,,,,,,,,,,
53,51,50,,,,,,,,,,
52,51,50,,,,,,,,,,
50,51,50,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,7782893,,,,,,,,,
#,c,40302044,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
361,50,51,,,,,,,,,,
94,50,51,,,,,,,,,,
104,51,51,,,,,,,,,,
83,50,50,,,,,,,,,,
69,51,49,,,,,,,,,,
70,51,51,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,7795810,,,,,,,,,
#,c,40302045,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
320,50,50,,,,,,,,,,
333,50,50,,,,,,,,,,
163,49,50,,,,,,,,,,
74,50,50,,,,,,,,,,
66,50,50,,,,,,,,,,
101,51,51,,,,,,,,,,
74,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
53,52,52,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,7820315,,,,,,,,,
#,c,40302047,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
331,49,51,,,,,,,,,,
208,50,51,,,,,,,,,,
232,49,51,,,,,,,,,,
113,51,51,,,,,,,,,,
80,51,52,,,,,,,,,,
75,50,51,,,,,,,,,,
55,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
54,51,53,,,,,,,,,,
#,t,1,7928673,,,,,,,,,
#,c,40302048,,,,,,,,,,
51,50,51,,,,,,,,,,
57,50,51,,,,,,,,,,
317,49,50,,,,,,,,,,
130,50,51,,,,,,,,,,
157,51,51,,,,,,,,,,
85,50,51,,,,,,,,,,
56,51,51,,,,,,,,,,
87,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,52,,,,,,,,,,
#,t,1,7987604,,,,,,,,,
#,c,40302049,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
752,49,50,,,,,,,,,,
387,49,51,,,,,,,,,,
177,50,49,,,,,,,,,,
97,50,50,,,,,,,,,,
119,49,49,,,,,,,,,,
110,49,49,,,,,,,,,,
84,49,50,,,,,,,,,,
57,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,8016322,,,,,,,,,
#,c,40302050,,,,,,,,,,
50,49,51,,,,,,,,,,
49,50,49,,,,,,,,,,
94,49,49,,,,,,,,,,
68,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
48,48,50,,,,,,,,,,
49,49,50,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,51,,,,,,,,,,
60,48,49,,,,,,,,,,
50,49,51,,,,,,,,,,
#,t,1,8016647,,,,,,,,,
#,c,40302051,,,,,,,,,,
49,50,51,,,,,,,,,,
52,50,49,,,,,,,,,,
514,51,50,,,,,,,,,,
141,51,49,,,,,,,,,,
122,52,52,,,,,,,,,,
82,50,50,,,,,,,,,,
67,49,49,,,,,,,,,,
64,50,50,,,,,,,,,,
87,50,50,,,,,,,,,,
88,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,8303602,,,,,,,,,
#,c,40302053,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,49,,,,,,,,,,
137,51,51,,,,,,,,,,
67,50,51,,,,,,,,,,
58,51,50,,,,,,,,,,
53,50,50,,,,,,,,,,
86,50,50,,,,,,,,,,
54,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
51,50,49,,,,,,,,,,
51,50,51,,,,,,,,,,
50,51,50,,,,,,,,,,
#,t,1,8585892,,,,,,,,,
#,c,40302054,,,,,,,,,,
51,50,50,,,,,,,,,,
51,49,51,,,,,,,,,,
436,49,50,,,,,,,,,,
231,49,50,,,,,,,,,,
112,50,50,,,,,,,,,,
67,49,50,,,,,,,,,,
62,50,51,,,,,,,,,,
74,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
49,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,8652683,,,,,,,,,
#,c,40302055,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
83,49,50,,,,,,,,,,
59,50,51,,,,,,,,,,
57,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,49,,,,,,,,,,
50,49,51,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,8663576,,,,,,,,,
#,c,40302056,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
457,49,51,,,,,,,,,,
219,49,50,,,,,,,,,,
152,49,51,,,,,,,,,,
96,49,51,,,,,,,,,,
51,49,50,,,,,,,,,,
111,50,50,,,,,,,,,,
65,49,49,,,,,,,,,,
97,49,50,,,,,,,,,,
57,49,50,,,,,,,,,,
72,49,50,,,,,,,,,,
#,t,1,8678524,,,,,,,,,
#,c,40302057,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,50,,,,,,,,,,
82,51,52,,,,,,,,,,
81,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
48,49,49,,,,,,,,,,
48,48,49,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,8678754,,,,,,,,,
#,c,40302058,,,,,,,,,,
51,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
176,50,51,,,,,,,,,,
380,50,51,,,,,,,,,,
264,50,51,,,,,,,,,,
126,50,51,,,,,,,,,,
74,51,52,,,,,,,,,,
53,50,50,,,,,,,,,,
74,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,8730125,,,,,,,,,
#,c,40302059,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
88,50,51,,,,,,,,,,
83,50,50,,,,,,,,,,
74,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
70,51,51,,,,,,,,,,
50,49,51,,,,,,,,,,
#,t,1,8794706,,,,,,,,,
#,c,40302060,,,,,,,,,,
50,49,50,,,,,,,,,,
68,49,50,,,,,,,,,,
360,49,49,,,,,,,,,,
295,49,50,,,,,,,,,,
189,49,50,,,,,,,,,,
142,49,51,,,,,,,,,,
83,48,49,,,,,,,,,,
50,49,51,,,,,,,,,,
50,48,49,,,,,,,,,,
71,48,50,,,,,,,,,,
48,48,49,,,,,,,,,,
49,48,50,,,,,,,,,,
#,t,1,8823187,,,,,,,,,
#,c,40302061,,,,,,,,,,
51,50,51,,,,,,,,,,
55,51,51,,,,,,,,,,
146,49,50,,,,,,,,,,
69,50,51,,,,,,,,,,
52,51,51,,,,,,,,,,
51,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
51,51,50,,,,,,,,,,
51,51,51,,,,,,,,,,
#,t,1,8887039,,,,,,,,,
#,c,40302062,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
909,50,51,,,,,,,,,,
311,51,51,,,,,,,,,,
318,50,49,,,,,,,,,,
232,51,51,,,,,,,,,,
94,50,50,,,,,,,,,,
54,50,50,,,,,,,,,,
79,49,49,,,,,,,,,,
60,49,50,,,,,,,,,,
51,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,8927597,,,,,,,,,
#,c,40302063,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
767,49,50,,,,,,,,,,
316,50,50,,,,,,,,,,
176,49,49,,,,,,,,,,
